CGCMT16C1,304101574,1,1-001,20171110,,THE STRIP,6338-6765 STRIP AVENUE NORTHWEST,NORTH CANTON,OH,44720,,RT,1996,,786928,0,6,1,1,99596835.52,N,,20160301,140640000,,,,1,20170630,20170630,0.02,0.03,0.07,0.06,0.81,Wal-Mart,149429,Lowes - ,130497,Giant Eagle,90854,12,20160601,11127799,2535228,8592571,1.3457,140640000,20160301,1,20170829,20161231,11387024,2432953,8954071,6384963,1.4023,1,,,,,,,,20160601,5760433.18,1273823.75,4486609.43,3192480.83,1.4053,20170101,20170630,YN,8156834,1.2775,8518334,1.3341,,,4268741.43,1.3371,CMSA,N,20211025,20210930,20220131,3,,N,Cinemark Store ,66338,Best Buy,42496,20251231,20210131,,
CGCMT16C1,407000624,2,2-044,20171110,,308 HARPER DRIVE,308 HARPER DRIVE,MOORESTOWN,NJ,08057,,98,1976,,59500,0,6,0.00854390,0.00854390,341756,Y,,20160116,2020000,,,,,,,,,,,,,,,,,,,20160518,107496,0,107496,1.7302,2020000,20160116,0.7220,,,,,,,,,,,,,,,,20160601,,,,,,,,,107496,1.7302,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT16C1,407000624,2,2-030,20171110,,303 FELLOWSHIP ROAD,303 FELLOWSHIP ROAD,MOUNT LAUREL,NJ,08054,,98,1979,,53768,0,6,0.016115,0.016115,644600,Y,,20160116,3810000,,,,,,,,,,,,,,,,,,,20160518,213539,0,213539,2.1529,3810000,20160116,0.8540,,,,,,,,,,,,,,,,20160601,,,,,,,,,213539,2.1529,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT16C1,407000624,2,2-016,20171110,,305 FELLOWSHIP ROAD,305 FELLOWSHIP ROAD,MOUNT LAUREL,NJ,08054,,98,1980,,56583,0,6,0.02047160,0.02047160,818864,Y,,20160116,4840000,,,,,,,,,,,,,,,,,,,20160518,271265,0,271265,2.0568,4840000,20160116,0.9530,,,,,,,,,,,,,,,,20160601,,,,,,,,,271265,2.0568,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT16C1,407000624,2,2-036,20171110,,307 FELLOWSHIP ROAD,307 FELLOWSHIP ROAD,MOUNT LAUREL,NJ,08054,,98,1981,,54073,0,6,0.01057420,0.01057420,422968,Y,,20160116,2500000,,,,,,,,,,,,,,,,,,,20160518,160005,0,160005,1.9838,2500000,20160116,1,,,,,,,,,,,,,,,,20160601,,,,,,,,,160005,1.9838,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT16C1,407000624,2,2-014,20171110,,309 FELLOWSHIP ROAD,309 FELLOWSHIP ROAD,MOUNT LAUREL,NJ,08054,,98,1982,,55698,0,6,0.01971030,0.01971030,788412,Y,,20160116,4660000,,,,,,,,,,,,,,,,,,,20160518,261263,0,261263,1.7625,4660000,20160116,0.93,,,,,,,,,,,,,,,,20160601,,,,,,,,,261263,1.7625,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT16C1,407000624,2,2-002,20171110,,700 EAST GATE DRIVE,700 EAST GATE DRIVE,MOUNT LAUREL,NJ,08054,,98,1984,,119272,0,6,0.05853860,0.05853860,2341544,Y,,20160116,13840000,,,,,,,,,,,,,,,,,,,20160518,775025,0,775025,1.7776,13840000,20160116,0.8440,20170508,,,,,,,,,,,,,,,20160601,,,,,,,,,775025,1.7776,,,,,,,CMSA,N,,,,3,,N,,,,,,,,
CGCMT16C1,407000624,2,2-017,20171110,,701 EAST GATE DRIVE,701 EAST GATE DRIVE,MOUNT LAUREL,NJ,08054,,98,1986,,61794,0,6,0.018526,0.018526,741040,Y,,20160116,4380000,,,,,,,,,,,,,,,,,,,20160518,232907,0,232907,1.7807,4380000,20160116,0.9120,,,,,,,,,,,,,,,,20160601,,,,,,,,,232907,1.7807,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT16C1,407000624,2,2-041,20171110,,815 EAST GATE DRIVE,815 EAST GATE DRIVE,MOUNT LAUREL,NJ,08054,,98,1986,,25500,0,6,0.010003,0.010003,400120,Y,,20160116,2364963,,,,,,,,,,,,,,,,,,,20160518,126025,0,126025,1.8066,2364963,20160116,1,,,,,,,,,,,,,,,,20160601,,,,,,,,,126025,1.8066,,,,,,,CMSA,,,,,,,N,,,,,,,,
CGCMT16C1,407000624,2,2-057,20171110,,161 GAITHER DRIVE,161 GAITHER DRIVE,MOUNT LAUREL,NJ,08054,,98,1987,,44739,0,6,0.00207250,0.00207250,82900,Y,,20160116,490000,,,,,,,,,,,,,,,,,,,20160518,27445,0,27445,1.6786,490000,20160116,0.8070,,,,,,,,,,,,,,,,20160601,,,,,,,,,27445,1.6786,,,,,,,CMSA,,,,,,,N,,,,,,,,
